id,alcohol_consumption,location_class,workstatus,score,divorce,widowed,education,residence_region,babies,preteen,teens,income,engagement_religion,x1,tvhours,gender,response
citzen10399,Multiple times in a week,F,temp not working,29,,no,8,south atlantic,0,0,0,lt $1000,never,2,4,1,Not Happy
citzen104,Once a month,D,working fulltime,48,no,yes,14,foreign,0,0,0,$25000 or more,every week,1,,1,Pretty Happy
citzen1040,Occassional,G,keeping house,28,,,12,e. nor. central,1,1,0,$15000 - 19999,never,1,,1,Pretty Happy
citzen10401,Occassional,D,working fulltime,39,,,12,middle atlantic,0,0,2,,sevrl times a yr,3,,0,Pretty Happy
citzen10402,Multiple times in a week,B,other,29,,no,14,w. sou. central,0,0,1,$6000 to 6999,more thn once wk,1,,1,Not Happy
citzen10403,Occassional,D,"unempl, laid off",51,,,12,south atlantic,1,0,0,$25000 or more,more thn once wk,1,2,1,Pretty Happy
citzen10405,Multiple times in a week,G,working fulltime,66,no,no,12,w. sou. central,0,0,0,$25000 or more,every week,3,,1,Very Happy
citzen10406,Once a month,B,working fulltime,29,,,12,middle atlantic,0,1,1,$25000 or more,never,2,0,0,Pretty Happy
citzen10407,Once a month,G,working parttime,39,no,no,9,foreign,0,0,0,lt $1000,once a month,1,4,0,Not Happy
citzen1041,Never,C,working fulltime,28,,,12,pacific,0,0,0,$15000 - 19999,once a month,2,10,0,Very Happy
citzen10416,Never,B,temp not working,34,,no,12,e. nor. central,0,0,0,$25000 or more,every week,1,3,1,Pretty Happy
citzen10421,Rarely,D,working fulltime,66,no,no,16,new england,0,0,0,$25000 or more,every week,1,2,0,Very Happy
citzen10424,Occassional,G,working fulltime,30,yes,no,14,e. nor. central,0,1,0,$25000 or more,once a year,3,4,0,Pretty Happy
citzen10428,Once a month,C,working fulltime,32,,,16,middle atlantic,0,0,0,$25000 or more,lt once a year,1,,1,Very Happy
citzen1043,2 - 3 times a month,A,working fulltime,62,,no,15,e. nor. central,0,0,1,$20000 - 24999,sevrl times a yr,1,2,0,Very Happy
citzen10433,Rarely,D,working fulltime,46,,,16,south atlantic,1,0,0,$25000 or more,once a month,1,,1,Pretty Happy
citzen10435,Occassional,A,working fulltime,61,,,17,e. nor. central,0,0,0,$25000 or more,once a year,2,3,1,Pretty Happy
citzen10438,Occassional,B,working fulltime,57,,,16,e. nor. central,0,0,0,$20000 - 24999,once a year,1,,1,Pretty Happy
citzen10439,2 - 3 times a month,A,working fulltime,46,no,,12,w. sou. central,0,0,0,,once a month,2,1,1,Very Happy
citzen10443,Never,D,retired,42,no,,8,w. nor. central,0,0,0,,lt once a year,1,,1,Very Happy
citzen10444,Occassional,D,keeping house,,,no,10,middle atlantic,1,1,0,$5000 to 5999,once a year,1,,1,Very Happy
citzen10446,Never,A,working fulltime,33,,,14,south atlantic,0,0,0,$15000 - 19999,more thn once wk,1,,0,Very Happy
citzen10447,2 - 3 times a month,G,keeping house,,no,no,12,new england,0,0,0,$25000 or more,never,1,1,1,Pretty Happy
citzen10448,,,working parttime,19,,,12,mountain,0,0,0,lt $1000,never,1,14,1,Not Happy
citzen10449,Occassional,D,working fulltime,40,no,no,12,w. nor. central,0,0,0,$25000 or more,once a year,3,,0,Pretty Happy
citzen10450,Rarely,B,working fulltime,42,,no,9,south atlantic,0,0,0,,sevrl times a yr,3,4,0,Very Happy
citzen10452,,B,working fulltime,35,no,no,12,e. nor. central,2,0,0,$25000 or more,once a year,2,4,0,Not Happy
citzen10453,2 - 3 times a month,D,keeping house,,,no,11,pacific,1,0,1,,sevrl times a yr,1,10,1,Pretty Happy
citzen10458,2 - 3 times a month,D,other,33,no,no,12,middle atlantic,0,0,0,$25000 or more,every week,3,,1,Very Happy
citzen1046,Once a week,C,working fulltime,34,,,12,middle atlantic,1,0,0,$20000 - 24999,once a year,2,5,0,Pretty Happy
citzen10460,Occassional,B,school,,,,15,w. nor. central,0,0,0,,more thn once wk,1,,1,Very Happy
citzen10462,Rarely,D,working fulltime,41,,,12,middle atlantic,0,0,0,$25000 or more,once a year,2,3,1,Very Happy
citzen10465,Never,B,working fulltime,46,no,no,14,south atlantic,0,0,0,$25000 or more,never,2,4,1,Pretty Happy
citzen10466,2 - 3 times a month,G,keeping house,86,yes,no,18,foreign,0,0,0,$20000 - 24999,once a year,1,,1,Very Happy
citzen10468,2 - 3 times a month,A,school,23,no,no,13,new england,0,0,1,$25000 or more,every week,2,,1,Pretty Happy
citzen1047,Occassional,A,working fulltime,35,no,no,12,w. sou. central,0,0,0,,every week,2,2,1,Very Happy
citzen10471,Once a week,A,working fulltime,73,,no,17,w. sou. central,0,0,0,$25000 or more,2-3x a month,2,3,0,Pretty Happy
citzen10473,Never,F,working fulltime,40,no,no,15,south atlantic,0,0,0,$25000 or more,never,2,4,0,Pretty Happy
citzen10474,2 - 3 times a month,A,keeping house,47,no,,12,south atlantic,0,0,0,$6000 to 6999,once a year,2,4,1,Pretty Happy
citzen10475,Multiple times in a week,A,retired,30,yes,no,12,e. nor. central,0,0,0,$20000 - 24999,never,3,1,0,Very Happy
citzen10476,Multiple times in a week,,working fulltime,46,,,12,middle atlantic,0,0,0,$25000 or more,never,1,5,0,Pretty Happy
citzen10478,Rarely,B,working parttime,66,no,no,12,middle atlantic,0,0,0,$25000 or more,lt once a year,1,,1,Pretty Happy
citzen10480,Occassional,A,working fulltime,27,no,,14,south atlantic,3,0,0,$20000 - 24999,never,1,2,0,Pretty Happy
citzen10482,Never,D,working fulltime,47,no,no,12,middle atlantic,0,0,0,$25000 or more,sevrl times a yr,3,,1,Pretty Happy
citzen10483,Rarely,A,retired,49,no,,8,south atlantic,0,0,0,,2-3x a month,2,4,0,Pretty Happy
citzen10484,Once a week,D,working fulltime,51,no,no,18,middle atlantic,0,1,0,$25000 or more,once a year,1,3,0,Pretty Happy
citzen10485,2 - 3 times a month,D,working fulltime,43,no,no,16,e. nor. central,0,0,0,$25000 or more,nrly every week,1,1,1,Very Happy
citzen10487,,D,keeping house,,no,no,9,e. sou. central,2,0,0,$8000 to 9999,nrly every week,1,2,1,Not Happy
citzen10488,Occassional,B,working fulltime,74,no,no,17,e. nor. central,0,2,0,$25000 or more,every week,2,1,0,Very Happy
citzen10489,Multiple times in a week,D,"unempl, laid off",42,,no,16,middle atlantic,0,0,0,$7000 to 7999,never,1,12,0,Not Happy
citzen1049,Occassional,A,working fulltime,52,no,no,16,foreign,0,0,0,,sevrl times a yr,1,3,0,Pretty Happy
citzen10490,Never,E,working parttime,28,,,13,south atlantic,0,0,0,$10000 - 14999,2-3x a month,2,2,1,Very Happy
citzen10492,Once a week,C,working parttime,19,yes,no,15,w. sou. central,0,0,0,$25000 or more,lt once a year,3,4,0,Pretty Happy
citzen10494,Never,C,keeping house,31,no,no,12,e. nor. central,0,0,0,$10000 - 14999,lt once a year,1,5,1,Very Happy
citzen10495,Once a week,B,working fulltime,47,,,15,e. nor. central,0,0,0,$15000 - 19999,never,1,,0,Pretty Happy
citzen10496,2 - 3 times a month,G,working parttime,32,,,15,e. sou. central,0,0,0,$7000 to 7999,never,2,0,0,Pretty Happy
citzen10497,,D,"unempl, laid off",44,,,18,south atlantic,0,0,0,$25000 or more,nrly every week,2,3,0,Not Happy
citzen10499,Occassional,E,working fulltime,51,yes,,15,w. nor. central,0,0,0,$25000 or more,nrly every week,2,1,0,Very Happy
citzen105,Never,C,working fulltime,51,,no,13,e. nor. central,0,0,0,$25000 or more,2-3x a month,3,2,1,Pretty Happy
citzen1050,Never,G,working fulltime,22,,,12,mountain,0,0,0,$10000 - 14999,lt once a year,1,,0,Pretty Happy
citzen10500,Never,C,working fulltime,64,,no,14,pacific,0,0,0,$20000 - 24999,once a year,3,,0,Pretty Happy
citzen10501,2 - 3 times a month,B,working fulltime,32,yes,no,14,e. sou. central,2,0,0,$25000 or more,once a month,3,,1,Pretty Happy
citzen10502,Rarely,A,working fulltime,47,no,no,15,w. nor. central,0,0,0,$25000 or more,never,2,3,1,Very Happy
citzen10507,Rarely,D,retired,66,,,16,new england,0,0,0,,every week,2,10,1,Pretty Happy
citzen10508,Never,A,retired,29,no,yes,9,foreign,0,0,0,$15000 - 19999,once a month,1,,1,Pretty Happy
citzen10509,Rarely,B,working fulltime,31,no,no,15,new england,0,0,1,$25000 or more,never,3,1,0,Very Happy
citzen1051,2 - 3 times a month,D,working fulltime,55,,,12,pacific,0,1,0,$25000 or more,never,1,,0,Pretty Happy
citzen10511,Multiple times in a week,D,working fulltime,40,,,14,south atlantic,0,0,0,$25000 or more,once a year,2,4,0,Not Happy
citzen10512,Occassional,F,working fulltime,51,yes,no,12,w. sou. central,0,4,0,$25000 or more,sevrl times a yr,3,2,0,Very Happy
citzen10513,Rarely,G,working fulltime,49,,,12,e. nor. central,0,1,0,,2-3x a month,2,,0,Pretty Happy
citzen10514,2 - 3 times a month,B,keeping house,59,no,,18,pacific,1,2,0,$25000 or more,lt once a year,1,8,1,Pretty Happy
citzen10517,Occassional,G,working fulltime,46,no,no,14,e. nor. central,0,0,0,$25000 or more,every week,3,,1,Pretty Happy
citzen10519,Never,C,working fulltime,66,,,20,mountain,0,0,0,$25000 or more,once a year,3,1,1,Pretty Happy
citzen10520,Occassional,G,working fulltime,31,no,,13,e. sou. central,0,0,0,,sevrl times a yr,2,,1,Pretty Happy
citzen10521,Once a week,F,working fulltime,51,no,no,13,pacific,,,0,$25000 or more,once a month,1,1,1,Pretty Happy
citzen10522,2 - 3 times a month,D,working fulltime,60,,,16,south atlantic,0,0,0,$25000 or more,never,1,2,1,Pretty Happy
citzen10523,Once a week,A,keeping house,23,no,,10,w. sou. central,0,2,1,$8000 to 9999,once a month,2,4,1,Pretty Happy
citzen10524,Occassional,E,working fulltime,51,no,no,16,e. nor. central,0,0,0,$25000 or more,every week,1,1,0,Very Happy
citzen10525,Never,B,working fulltime,25,yes,no,18,pacific,0,0,0,$25000 or more,sevrl times a yr,1,,0,Pretty Happy
citzen10526,Never,A,working fulltime,21,,no,8,mountain,0,0,0,$25000 or more,never,1,,0,Pretty Happy
citzen10528,Multiple times in a week,A,working fulltime,35,no,no,18,middle atlantic,0,0,1,$25000 or more,sevrl times a yr,1,,0,Very Happy
citzen1053,Occassional,C,working fulltime,49,,,16,south atlantic,0,0,0,$25000 or more,lt once a year,1,3,1,Pretty Happy
citzen10530,Once a month,A,school,46,yes,no,13,w. sou. central,0,0,0,$10000 - 14999,more thn once wk,1,,1,Pretty Happy
citzen10531,,F,school,28,,,12,foreign,0,0,0,lt $1000,2-3x a month,1,1,0,Not Happy
citzen10533,,E,working fulltime,49,no,no,18,mountain,0,0,0,$25000 or more,once a year,3,2,0,Very Happy
citzen10537,Rarely,C,working fulltime,59,,,19,middle atlantic,1,0,0,$25000 or more,sevrl times a yr,1,,1,Pretty Happy
citzen10538,Never,E,working fulltime,27,,,14,e. nor. central,0,0,0,$25000 or more,lt once a year,2,6,0,Pretty Happy
citzen10539,Once a month,C,retired,59,no,yes,14,south atlantic,0,0,0,$25000 or more,lt once a year,1,,0,Very Happy
citzen10540,Never,D,keeping house,,yes,,13,w. sou. central,0,0,0,$15000 - 19999,never,2,2,1,Pretty Happy
citzen10543,Occassional,F,working parttime,48,no,no,16,pacific,2,0,0,$25000 or more,nrly every week,1,,1,Very Happy
citzen10546,Occassional,C,keeping house,46,no,,12,middle atlantic,0,0,0,,every week,2,3,1,Pretty Happy
citzen10547,Once a month,D,working fulltime,23,no,no,12,middle atlantic,1,0,0,$25000 or more,once a year,2,4,0,Pretty Happy
citzen10548,Once a month,A,retired,42,no,,5,w. sou. central,0,0,0,$6000 to 6999,2-3x a month,3,,1,Not Happy
citzen10549,Occassional,B,retired,51,no,no,13,middle atlantic,0,0,0,,more thn once wk,1,,0,Very Happy
citzen1055,Occassional,G,retired,66,no,no,18,middle atlantic,0,0,0,$25000 or more,every week,2,5,0,Pretty Happy
citzen10550,Rarely,A,working fulltime,29,,,12,south atlantic,0,0,0,$8000 to 9999,once a year,1,0,1,Pretty Happy
citzen10552,Never,A,working fulltime,41,yes,no,12,south atlantic,0,0,0,,once a year,1,3,1,Pretty Happy
citzen10553,2 - 3 times a month,C,school,,,,12,w. nor. central,0,0,0,$1000 to 2999,never,1,,0,Pretty Happy
citzen10557,Never,A,working fulltime,64,no,no,16,foreign,0,2,0,$25000 or more,never,3,2,0,Pretty Happy
citzen10558,Multiple times in a week,D,working fulltime,54,,no,12,middle atlantic,0,0,0,$25000 or more,lt once a year,3,,0,Not Happy
citzen10559,Occassional,B,retired,,no,no,13,foreign,0,0,0,$25000 or more,every week,2,1,0,Very Happy
citzen10560,Once a month,C,working fulltime,61,,,16,middle atlantic,0,0,0,$25000 or more,lt once a year,1,1,1,Pretty Happy
citzen10561,Never,B,retired,33,no,,7,south atlantic,0,0,0,$10000 - 14999,every week,2,2,1,Very Happy
citzen10562,Rarely,G,keeping house,44,no,no,16,w. nor. central,1,0,0,$25000 or more,2-3x a month,3,1,1,Very Happy
citzen10564,Rarely,F,temp not working,39,,,14,w. sou. central,0,0,0,$25000 or more,sevrl times a yr,2,13,0,Pretty Happy
citzen10565,Once a month,C,working fulltime,32,no,no,14,middle atlantic,0,0,0,$25000 or more,2-3x a month,1,5,0,Very Happy
citzen10566,2 - 3 times a month,A,working fulltime,65,,no,18,foreign,0,0,0,$25000 or more,every week,1,,0,Very Happy
citzen10567,Occassional,,working fulltime,34,no,,9,w. sou. central,1,0,0,$25000 or more,lt once a year,2,3,1,Pretty Happy
citzen10569,2 - 3 times a month,A,working fulltime,61,no,no,,middle atlantic,1,0,0,$25000 or more,sevrl times a yr,2,3,0,Pretty Happy
citzen1057,Once a month,A,working fulltime,42,no,no,12,e. nor. central,0,2,0,$25000 or more,never,2,1,0,Very Happy
citzen10571,Occassional,F,working fulltime,33,,no,14,e. nor. central,0,0,0,$25000 or more,never,3,3,0,Pretty Happy
citzen10574,Rarely,F,working parttime,64,no,no,18,e. nor. central,0,2,0,$25000 or more,every week,2,1,1,Pretty Happy
citzen10575,,D,keeping house,31,no,,8,middle atlantic,0,0,0,$4000 to 4999,never,2,12,1,Not Happy
citzen10581,Once a week,A,working fulltime,50,yes,no,8,new england,0,0,1,,sevrl times a yr,1,2,0,Pretty Happy
citzen10584,Once a week,F,working fulltime,57,,no,14,e. nor. central,0,0,1,$25000 or more,once a month,1,,0,Pretty Happy
citzen10586,Once a week,G,working fulltime,44,,,13,mountain,0,0,0,$25000 or more,never,1,,0,Very Happy
citzen10587,Once a week,D,working fulltime,45,no,,11,w. sou. central,2,0,0,$25000 or more,once a year,1,,0,Very Happy
citzen10588,Occassional,E,working fulltime,28,,,17,e. sou. central,0,0,0,$25000 or more,nrly every week,3,2,0,Pretty Happy
citzen10589,Once a week,G,keeping house,36,,no,12,south atlantic,1,2,0,$15000 - 19999,never,1,3,1,Not Happy
citzen10590,Occassional,C,working parttime,17,no,no,12,middle atlantic,0,0,2,$25000 or more,every week,3,3,1,Pretty Happy
citzen10592,,B,retired,41,no,yes,13,south atlantic,0,0,0,$25000 or more,2-3x a month,1,,1,Not Happy
citzen10593,Rarely,D,working fulltime,49,,no,13,middle atlantic,0,0,0,$25000 or more,every week,1,,0,Pretty Happy
citzen10596,Once a week,D,working fulltime,47,,no,12,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,3,,0,Not Happy
citzen10597,Multiple times in a week,B,working fulltime,44,,no,11,south atlantic,0,0,0,$10000 - 14999,sevrl times a yr,1,,1,Not Happy
citzen1060,Once a month,G,working fulltime,64,,,16,south atlantic,0,0,0,$25000 or more,2-3x a month,1,1,0,Pretty Happy
citzen10600,Rarely,C,working fulltime,29,,,,south atlantic,1,0,0,$10000 - 14999,once a month,3,2,1,Pretty Happy
citzen10602,Occassional,A,keeping house,46,,no,15,e. nor. central,0,0,0,$7000 to 7999,once a month,2,8,1,Pretty Happy
citzen10603,Once a week,D,working fulltime,51,,no,13,middle atlantic,0,0,0,$25000 or more,never,1,,1,Pretty Happy
citzen10604,2 - 3 times a month,G,working parttime,31,no,no,12,south atlantic,0,0,0,,never,1,,1,Pretty Happy
citzen10607,Multiple times in a week,A,working parttime,42,,no,16,e. nor. central,0,0,0,$25000 or more,every week,1,3,0,Not Happy
citzen10608,Occassional,A,working fulltime,59,,no,16,middle atlantic,0,0,0,$25000 or more,once a month,2,1,1,Very Happy
citzen1061,2 - 3 times a month,F,working fulltime,44,,,14,middle atlantic,0,0,0,,sevrl times a yr,1,1,0,Pretty Happy
citzen10610,,D,working fulltime,49,no,,,middle atlantic,0,0,1,$25000 or more,sevrl times a yr,1,2,0,Very Happy
citzen10611,,B,other,57,,no,16,e. sou. central,0,0,0,$10000 - 14999,never,1,,1,Not Happy
citzen10612,Once a month,C,working fulltime,27,,no,15,south atlantic,0,1,1,$25000 or more,never,2,5,0,Not Happy
citzen10615,Once a week,E,working fulltime,73,yes,no,16,pacific,0,0,1,$25000 or more,never,2,1,1,Pretty Happy
citzen10619,Once a month,A,working fulltime,40,no,no,16,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,2,0,0,Pretty Happy
citzen1062,Never,E,working fulltime,35,no,no,13,e. nor. central,2,1,0,$25000 or more,every week,2,1,1,Pretty Happy
citzen10620,Rarely,C,working fulltime,47,,,12,e. nor. central,0,0,0,,sevrl times a yr,2,2,0,Pretty Happy
citzen10627,Once a month,C,working fulltime,30,no,no,9,pacific,1,1,0,$15000 - 19999,once a month,2,2,0,Pretty Happy
citzen10628,Rarely,,working fulltime,65,no,,16,south atlantic,0,0,0,$25000 or more,every week,1,,1,Pretty Happy
citzen10630,Once a week,C,keeping house,44,no,yes,9,south atlantic,0,0,0,,nrly every week,1,4,1,Very Happy
citzen10631,Occassional,A,working parttime,45,no,no,19,pacific,0,0,0,$25000 or more,once a year,3,,0,Pretty Happy
citzen10632,Multiple times in a week,A,keeping house,40,no,no,12,w. sou. central,0,1,1,$25000 or more,2-3x a month,2,4,1,Pretty Happy
citzen10634,Multiple times in a week,C,keeping house,35,no,,10,e. nor. central,0,0,0,$25000 or more,more thn once wk,2,4,1,Not Happy
citzen10635,Once a week,D,working parttime,22,,,10,e. nor. central,0,0,0,$25000 or more,never,2,5,0,Pretty Happy
citzen10636,Rarely,A,working fulltime,73,no,,14,south atlantic,0,0,0,$25000 or more,every week,1,1,1,Very Happy
citzen10638,Once a week,C,working fulltime,59,,no,14,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,1,3,1,Pretty Happy
citzen10640,Rarely,A,working fulltime,44,yes,no,13,south atlantic,0,0,0,$25000 or more,sevrl times a yr,3,1,0,Pretty Happy
citzen10644,Multiple times in a week,B,working fulltime,51,,no,12,middle atlantic,0,0,0,$25000 or more,once a year,2,3,0,Very Happy
citzen10645,Once a week,B,retired,31,no,no,7,south atlantic,0,0,0,,every week,2,1,0,Pretty Happy
citzen10646,Rarely,B,keeping house,31,no,no,16,e. nor. central,2,0,0,$25000 or more,sevrl times a yr,2,2,1,Pretty Happy
citzen10647,Occassional,E,working fulltime,74,no,no,17,e. sou. central,0,0,0,$25000 or more,2-3x a month,1,,1,Very Happy
citzen10650,2 - 3 times a month,F,working fulltime,35,no,no,12,south atlantic,0,1,0,$25000 or more,every week,1,,0,Very Happy
citzen10651,2 - 3 times a month,B,temp not working,51,yes,,17,south atlantic,0,0,0,$25000 or more,nrly every week,1,,1,Pretty Happy
citzen10654,Never,B,working fulltime,36,,,12,south atlantic,0,0,0,$10000 - 14999,sevrl times a yr,1,3,0,Pretty Happy
citzen10657,2 - 3 times a month,C,working fulltime,22,no,no,12,pacific,0,0,0,$8000 to 9999,never,2,6,0,Pretty Happy
citzen10658,Once a week,C,working fulltime,34,,,14,south atlantic,0,0,1,,once a month,1,3,1,Pretty Happy
citzen10659,Once a month,B,working fulltime,41,no,,14,new england,0,0,1,,once a year,1,2,0,Pretty Happy
citzen1066,Once a month,F,working fulltime,31,,no,13,w. sou. central,0,0,0,$25000 or more,once a year,3,,0,Pretty Happy
citzen10660,Never,G,retired,49,,,14,pacific,0,0,0,$10000 - 14999,never,1,6,0,Very Happy
citzen10661,2 - 3 times a month,B,working fulltime,65,,,18,e. sou. central,0,0,0,$25000 or more,once a year,2,2,1,Pretty Happy
citzen10662,2 - 3 times a month,B,working fulltime,74,,,14,pacific,1,0,0,$25000 or more,every week,1,3,1,Not Happy
citzen10663,2 - 3 times a month,E,retired,54,no,,12,e. nor. central,0,0,0,,every week,1,,0,Pretty Happy
citzen10665,Once a week,F,working fulltime,48,,no,17,w. sou. central,0,0,0,$25000 or more,sevrl times a yr,2,2,0,Very Happy
citzen10668,Occassional,D,other,51,no,no,17,e. nor. central,0,0,1,,once a month,1,,1,Not Happy
citzen10670,Never,A,working fulltime,35,,,11,e. sou. central,0,0,0,,never,2,2,0,Pretty Happy
citzen10672,Occassional,G,working fulltime,44,,no,13,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,1,1,1,Pretty Happy
citzen10674,Occassional,C,working fulltime,44,,no,12,w. nor. central,0,0,0,$25000 or more,sevrl times a yr,1,,0,Pretty Happy
citzen10675,Once a week,B,working fulltime,74,,,16,w. nor. central,0,0,0,$10000 - 14999,once a year,2,2,0,Very Happy
